Country Name,Country Code,Indicator Name,Indicator Code,Year,Value,Category
Kenya,KEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2005,3.101900101,Technology
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2005,5.90666607980057,Economy
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2005,18737895512.7378,Economy
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2005,10.3127783574683,Economy
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,59.059,Health
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2006,26.4,Infrastructure
Kenya,KEN,"Population, total",SP.POP.TOTL,2006,36904008.0,Population
Kenya,KEN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2006,101.201988220215,Education
Kenya,KEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2006,3.599999905,Technology
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2006,6.47249430015484,Economy
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2006,25825512284.2891,Economy
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2006,14.4537342081708,Economy
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2007,59.407,Health
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2007,28.3,Infrastructure
Kenya,KEN,"Population, total",SP.POP.TOTL,2007,38036349.0,Population
Kenya,KEN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2007,107.582710266113,Education
Kenya,KEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,4.400000095,Technology
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2007,6.85072976998784,Economy
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2007,31958195182.2406,Economy
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2007,9.75888023027529,Economy
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2008,59.955,Health
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008,30.3,Infrastructure
Kenya,KEN,"Population, total",SP.POP.TOTL,2008,39206351.0,Population
Kenya,KEN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2008,107.076469421387,Education
Kenya,KEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2008,5.199999809,Technology
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,0.232282744812977,Economy
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2008,35895153327.8497,Economy
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2008,26.2398166445063,Economy
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2009,60.483,Health
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009,23.0,Infrastructure
Kenya,KEN,"Population, total",SP.POP.TOTL,2009,40408891.0,Population
Kenya,KEN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2009,107.945739746094,Education
Kenya,KEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2009,6.1,Technology
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2009,3.30693981631089,Economy
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2009,42347217912.9176,Economy
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2009,9.23412592394652,Economy
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,60.915,Health
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010,19.2,Infrastructure
Kenya,KEN,"Population, total",SP.POP.TOTL,2010,41598567.0,Population
Kenya,KEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2010,7.2,Technology
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,8.05847360290906,Economy
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2010,45405615063.7551,Economy
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2010,3.96138889115385,Economy
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2011,61.283,Health
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2011,36.2,Infrastructure
Kenya,KEN,"Population, total",SP.POP.TOTL,2011,42758461.0,Population
Kenya,KEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2011,8.800000191,Technology
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2011,5.1211061197056,Economy
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2011,46869473150.61,Economy
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,14.0224913014704,Economy
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2012,61.537,Health
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2012,38.1,Infrastructure
Kenya,KEN,"Population, total",SP.POP.TOTL,2012,43888303.0,Population
Kenya,KEN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2012,111.422226680456,Education
Kenya,KEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2012,10.5,Technology
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2012,4.56867961444982,Economy
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2012,56396704671.5777,Economy
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2012,9.37777003547598,Economy
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2013,61.729,Health
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2013,40.1,Infrastructure
Kenya,KEN,"Population, total",SP.POP.TOTL,2013,44986791.0,Population
Kenya,KEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,13.0,Technology
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2013,3.7978483925754,Economy
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2013,61671440407.8387,Economy
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2013,5.71749357037733,Economy
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,61.99,Health
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2014,36.0,Infrastructure
Kenya,KEN,"Population, total",SP.POP.TOTL,2014,46051440.0,Population
Kenya,KEN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2014,107.141220092773,Education
Kenya,KEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,16.5,Technology
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2014,5.02011100232484,Economy
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2014,68285796514.2896,Economy
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2014,6.87815499275949,Economy
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2015,62.279,Health
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2015,41.6,Infrastructure
Kenya,KEN,"Population, total",SP.POP.TOTL,2015,47088526.0,Population
Kenya,KEN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2015,104.780090332031,Education
Kenya,KEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2015,16.5878548475992,Technology
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2015,4.96772112759767,Economy
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2015,70120446896.8359,Economy
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2015,6.58215429284779,Economy
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2016,62.526,Health
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2016,53.1,Infrastructure
Kenya,KEN,"Population, total",SP.POP.TOTL,2016,48139687.0,Population
Kenya,KEN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2016,104.114852905273,Education
Kenya,KEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2016,16.6,Technology
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2016,4.21351706814744,Economy
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2016,74815144163.8931,Economy
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2016,6.29724953814625,Economy
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2017,62.725,Health
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2017,55.8,Infrastructure
Kenya,KEN,"Population, total",SP.POP.TOTL,2017,49197766.0,Population
Kenya,KEN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2017,101.957891317521,Education
Kenya,KEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2017,17.82710075,Technology
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,3.83795817364721,Economy
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2017,82036510877.2599,Economy
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2017,8.00564967709945,Economy
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,62.825,Health
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,61.2,Infrastructure
Kenya,KEN,"Population, total",SP.POP.TOTL,2018,50207107.0,Population
Kenya,KEN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2018,99.770420205161,Education
Kenya,KEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2018,19.5,Technology
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,5.64794640709219,Economy
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2018,92202979985.2863,Economy
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2018,4.6898064677633,Economy
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2019,62.939,Health
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,69.7,Infrastructure
Kenya,KEN,"Population, total",SP.POP.TOTL,2019,51202827.0,Population
Kenya,KEN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2019,77.5132254988803,Education
Kenya,KEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2019,22.6687733618171,Technology
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2019,5.11415885767801,Economy
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2019,100378436207.371,Economy
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2019,5.23963795764792,Economy
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,61.596,Health
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,71.5,Infrastructure
Kenya,KEN,"Population, total",SP.POP.TOTL,2020,52217334.0,Population
Kenya,KEN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2020,91.9542486020668,Education
Kenya,KEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,24.7227993,Technology
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2020,-0.272766327438816,Economy
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2020,100657505750.545,Economy
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2020,5.40516207933392,Economy
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2021,61.225,Health
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,76.5,Infrastructure
Kenya,KEN,"Population, total",SP.POP.TOTL,2021,53219166.0,Population
Kenya,KEN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2021,93.7669067632864,Education
Kenya,KEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2021,26.96290016,Technology
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2021,7.59048947333467,Economy
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2021,109703658904.994,Economy
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2021,6.10793603659176,Economy
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2022,63.549,Health
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,76.0,Infrastructure
Kenya,KEN,"Population, total",SP.POP.TOTL,2022,54252461.0,Population
Kenya,KEN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2022,98.551967362001,Education
Kenya,KEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2022,29.40589905,Technology
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2022,4.85998104287999,Economy
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2022,114448978152.637,Economy
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022,7.65986268272224,Economy
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2023,63.646,Health
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,76.2,Infrastructure
Kenya,KEN,"Population, total",SP.POP.TOTL,2023,55339003.0,Population
Kenya,KEN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2023,98.2483475806861,Education
Kenya,KEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2023,32.07040024,Technology
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2023,5.71999241214208,Economy
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2023,107500884685.013,Economy
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2023,7.67139634029402,Economy
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2024,63.834,Health
Kenya,KEN,"Population, total",SP.POP.TOTL,2024,56432944.0,Population
Kenya,KEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2024,34.97622513,Technology
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2024,4.72473994710138,Economy
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2024,120339557905.932,Economy
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2024,4.48978854243448,Economy
